scheme_id,Jurisdiction,Year,IPCC_code,em_share,source,comment
gbr_tax,United Kingdom,2014,1A,,,
gbr_tax,United Kingdom,2014,1A1,,,
gbr_tax,United Kingdom,2014,1A1A,,,
gbr_tax,United Kingdom,2014,1A1A1,,,
gbr_tax,United Kingdom,2014,1A1A2,,,
gbr_tax,United Kingdom,2014,1A1A3,,,
gbr_tax,United Kingdom,2014,1A1B,,,
gbr_tax,United Kingdom,2014,1A1C,,,
gbr_tax,United Kingdom,2014,1A2,,,
gbr_tax,United Kingdom,2014,1A2A,,,
gbr_tax,United Kingdom,2014,1A2B,,,
gbr_tax,United Kingdom,2014,1A2C,,,
gbr_tax,United Kingdom,2014,1A2D,,,
gbr_tax,United Kingdom,2014,1A2E,,,
gbr_tax,United Kingdom,2014,1A2F,,,
gbr_tax,United Kingdom,2014,1A2G,,,
gbr_tax,United Kingdom,2014,1A2H,,,
gbr_tax,United Kingdom,2014,1A2I,,,
gbr_tax,United Kingdom,2014,1A2J,,,
gbr_tax,United Kingdom,2014,1A2K,,,
gbr_tax,United Kingdom,2014,1A2L,,,
gbr_tax,United Kingdom,2014,1A2M,,,
gbr_tax,United Kingdom,2014,1A3,,,
gbr_tax,United Kingdom,2014,1A3A,,,
gbr_tax,United Kingdom,2014,1A3A1,,,
gbr_tax,United Kingdom,2014,1A3A2,,,
gbr_tax,United Kingdom,2014,1A3B,,,
gbr_tax,United Kingdom,2014,1A3C,,,
gbr_tax,United Kingdom,2014,1A3D,,,
gbr_tax,United Kingdom,2014,1A3D1,,,
gbr_tax,United Kingdom,2014,1A3D2,,,
gbr_tax,United Kingdom,2014,1A3E,,,
gbr_tax,United Kingdom,2014,1A3E1,,,
gbr_tax,United Kingdom,2014,1A4,,,
gbr_tax,United Kingdom,2014,1A4A,,,
gbr_tax,United Kingdom,2014,1A4B,,,
gbr_tax,United Kingdom,2014,1A4C,,,
gbr_tax,United Kingdom,2014,1A4C1,,,
gbr_tax,United Kingdom,2014,1A4C2,,,
gbr_tax,United Kingdom,2014,1A4C3,,,
gbr_tax,United Kingdom,2014,1A5,,,
gbr_tax,United Kingdom,2014,1A5A,,,
gbr_tax,United Kingdom,2014,1A5B,,,
gbr_tax,United Kingdom,2014,1A5C,,,
gbr_tax,United Kingdom,2014,1B,,,
gbr_tax,United Kingdom,2014,1B1,,,
gbr_tax,United Kingdom,2014,1B1A,,,
gbr_tax,United Kingdom,2014,1B1A1,,,
gbr_tax,United Kingdom,2014,1B1A11,,,
gbr_tax,United Kingdom,2014,1B1A12,,,
gbr_tax,United Kingdom,2014,1B1A13,,,
gbr_tax,United Kingdom,2014,1B1A14,,,
gbr_tax,United Kingdom,2014,1B1A2,,,
gbr_tax,United Kingdom,2014,1B1A21,,,
gbr_tax,United Kingdom,2014,1B1A22,,,
gbr_tax,United Kingdom,2014,1B1B,,,
gbr_tax,United Kingdom,2014,1B2,,,
gbr_tax,United Kingdom,2014,1B2A,,,
gbr_tax,United Kingdom,2014,1B2A1,,,
gbr_tax,United Kingdom,2014,1B2A2,,,
gbr_tax,United Kingdom,2014,1B2A3,,,
gbr_tax,United Kingdom,2014,1B2A31,,,
gbr_tax,United Kingdom,2014,1B2A32,,,
gbr_tax,United Kingdom,2014,1B2A33,,,
gbr_tax,United Kingdom,2014,1B2A34,,,
gbr_tax,United Kingdom,2014,1B2A35,,,
gbr_tax,United Kingdom,2014,1B2A36,,,
gbr_tax,United Kingdom,2014,1B2B,,,
gbr_tax,United Kingdom,2014,1B2B1,,,
gbr_tax,United Kingdom,2014,1B2B2,,,
gbr_tax,United Kingdom,2014,1B2B3,,,
gbr_tax,United Kingdom,2014,1B2B31,,,
gbr_tax,United Kingdom,2014,1B2B32,,,
gbr_tax,United Kingdom,2014,1B2B33,,,
gbr_tax,United Kingdom,2014,1B2B34,,,
gbr_tax,United Kingdom,2014,1B2B35,,,
gbr_tax,United Kingdom,2014,1B2B36,,,
gbr_tax,United Kingdom,2014,1B3,,,
gbr_tax,United Kingdom,2014,1C,,,
gbr_tax,United Kingdom,2014,1C1,,,
gbr_tax,United Kingdom,2014,1C1A,,,
gbr_tax,United Kingdom,2014,1C1B,,,
gbr_tax,United Kingdom,2014,1C1C,,,
gbr_tax,United Kingdom,2014,1C2,,,
gbr_tax,United Kingdom,2014,1C2A,,,
gbr_tax,United Kingdom,2014,1C2B,,,
gbr_tax,United Kingdom,2014,1C3,,,
gbr_tax,United Kingdom,2014,2,,,
gbr_tax,United Kingdom,2014,20,,,
gbr_tax,United Kingdom,2014,200,,,
gbr_tax,United Kingdom,2014,2000,,,
gbr_tax,United Kingdom,2014,20000,,,
gbr_tax,United Kingdom,2014,200000,,,
gbr_tax,United Kingdom,2014,2A,,,
gbr_tax,United Kingdom,2014,2A1,,,
gbr_tax,United Kingdom,2014,2A2,,,
gbr_tax,United Kingdom,2014,2A3,,,
gbr_tax,United Kingdom,2014,2A4,,,
gbr_tax,United Kingdom,2014,2A4A,,,
gbr_tax,United Kingdom,2014,2A4B,,,
gbr_tax,United Kingdom,2014,2A4C,,,
gbr_tax,United Kingdom,2014,2A4D,,,
gbr_tax,United Kingdom,2014,2B,,,
gbr_tax,United Kingdom,2014,2B1,,,
gbr_tax,United Kingdom,2014,2B10,,,
gbr_tax,United Kingdom,2014,2B2,,,
gbr_tax,United Kingdom,2014,2B3,,,
gbr_tax,United Kingdom,2014,2B4,,,
gbr_tax,United Kingdom,2014,2B5,,,
gbr_tax,United Kingdom,2014,2B6,,,
gbr_tax,United Kingdom,2014,2B7,,,
gbr_tax,United Kingdom,2014,2B8,,,
gbr_tax,United Kingdom,2014,2B8A,,,
gbr_tax,United Kingdom,2014,2B8B,,,
gbr_tax,United Kingdom,2014,2B8C,,,
gbr_tax,United Kingdom,2014,2B8D,,,
gbr_tax,United Kingdom,2014,2B8E,,,
gbr_tax,United Kingdom,2014,2B8F,,,
gbr_tax,United Kingdom,2014,2B9,,,
gbr_tax,United Kingdom,2014,2B9A,,,
gbr_tax,United Kingdom,2014,2B9B,,,
gbr_tax,United Kingdom,2014,2C,,,
gbr_tax,United Kingdom,2014,2C1,,,
gbr_tax,United Kingdom,2014,2C2,,,
gbr_tax,United Kingdom,2014,2C3,,,
gbr_tax,United Kingdom,2014,2C4,,,
gbr_tax,United Kingdom,2014,2C5,,,
gbr_tax,United Kingdom,2014,2C6,,,
gbr_tax,United Kingdom,2014,2C7,,,
gbr_tax,United Kingdom,2014,2D,,,
gbr_tax,United Kingdom,2014,2D1,,,
gbr_tax,United Kingdom,2014,2D2,,,
gbr_tax,United Kingdom,2014,2D3,,,
gbr_tax,United Kingdom,2014,2D4,,,
gbr_tax,United Kingdom,2014,2E,,,
gbr_tax,United Kingdom,2014,2F,,,
gbr_tax,United Kingdom,2014,2F1,,,
gbr_tax,United Kingdom,2014,2F2,,,
gbr_tax,United Kingdom,2014,2F3,,,
gbr_tax,United Kingdom,2014,2F4,,,
gbr_tax,United Kingdom,2014,2F5,,,
gbr_tax,United Kingdom,2014,2F6,,,
gbr_tax,United Kingdom,2014,2G,,,
gbr_tax,United Kingdom,2014,2G1,,,
gbr_tax,United Kingdom,2014,2G2,,,
gbr_tax,United Kingdom,2014,2G3,,,
gbr_tax,United Kingdom,2014,2G4,,,
gbr_tax,United Kingdom,2014,2H,,,
gbr_tax,United Kingdom,2014,2H1,,,
gbr_tax,United Kingdom,2014,2H2,,,
gbr_tax,United Kingdom,2014,2H3,,,
gbr_tax,United Kingdom,2014,3,,,
gbr_tax,United Kingdom,2014,3A,,,
gbr_tax,United Kingdom,2014,3A1,,,
gbr_tax,United Kingdom,2014,3A2,,,
gbr_tax,United Kingdom,2014,3B,,,
gbr_tax,United Kingdom,2014,3B1,,,
gbr_tax,United Kingdom,2014,3B1A,,,
gbr_tax,United Kingdom,2014,3B1B,,,
gbr_tax,United Kingdom,2014,3B2,,,
gbr_tax,United Kingdom,2014,3B2A,,,
gbr_tax,United Kingdom,2014,3B2B,,,
gbr_tax,United Kingdom,2014,3B3,,,
gbr_tax,United Kingdom,2014,3B3A,,,
gbr_tax,United Kingdom,2014,3B3B,,,
gbr_tax,United Kingdom,2014,3B4,,,
gbr_tax,United Kingdom,2014,3B4A,,,
gbr_tax,United Kingdom,2014,3B4B,,,
gbr_tax,United Kingdom,2014,3B5,,,
gbr_tax,United Kingdom,2014,3B5A,,,
gbr_tax,United Kingdom,2014,3B5B,,,
gbr_tax,United Kingdom,2014,3B6,,,
gbr_tax,United Kingdom,2014,3B6A,,,
gbr_tax,United Kingdom,2014,3B6B,,,
gbr_tax,United Kingdom,2014,3B6B1,,,
gbr_tax,United Kingdom,2014,3B6B2,,,
gbr_tax,United Kingdom,2014,3B6B3,,,
gbr_tax,United Kingdom,2014,3B6B4,,,
gbr_tax,United Kingdom,2014,3B6B5,,,
gbr_tax,United Kingdom,2014,3C,,,
gbr_tax,United Kingdom,2014,3C1,,,
gbr_tax,United Kingdom,2014,3C2,,,
gbr_tax,United Kingdom,2014,3C3,,,
gbr_tax,United Kingdom,2014,3C4,,,
gbr_tax,United Kingdom,2014,3C5,,,
gbr_tax,United Kingdom,2014,3C6,,,
gbr_tax,United Kingdom,2014,3C7,,,
gbr_tax,United Kingdom,2014,3C8,,,
gbr_tax,United Kingdom,2014,3D,,,
gbr_tax,United Kingdom,2014,3D1,,,
gbr_tax,United Kingdom,2014,3D2,,,
gbr_tax,United Kingdom,2014,4,,,
gbr_tax,United Kingdom,2014,4A,,,
gbr_tax,United Kingdom,2014,4A1,,,
gbr_tax,United Kingdom,2014,4A2,,,
gbr_tax,United Kingdom,2014,4A3,,,
gbr_tax,United Kingdom,2014,4B,,,
gbr_tax,United Kingdom,2014,4C,,,
gbr_tax,United Kingdom,2014,4C1,,,
gbr_tax,United Kingdom,2014,4C2,,,
gbr_tax,United Kingdom,2014,4D,,,
gbr_tax,United Kingdom,2014,4D1,,,
gbr_tax,United Kingdom,2014,4D2,,,
gbr_tax,United Kingdom,2014,4E,,,
gbr_tax,United Kingdom,2014,5,,,
gbr_tax,United Kingdom,2014,5A,,,
gbr_tax,United Kingdom,2014,5A1,,,
gbr_tax,United Kingdom,2014,5A2,,,
gbr_tax,United Kingdom,2015,0,,,
gbr_tax,United Kingdom,2015,1,,,
gbr_tax,United Kingdom,2015,1A,,,
gbr_tax,United Kingdom,2015,1A1,,,
gbr_tax,United Kingdom,2015,1A1A,,,
gbr_tax,United Kingdom,2015,1A1A1,,,
gbr_tax,United Kingdom,2015,1A1A2,,,
gbr_tax,United Kingdom,2015,1A1A3,,,
gbr_tax,United Kingdom,2015,1A1B,,,
gbr_tax,United Kingdom,2015,1A1C,,,
gbr_tax,United Kingdom,2015,1A2,,,
gbr_tax,United Kingdom,2015,1A2A,,,
gbr_tax,United Kingdom,2015,1A2B,,,
gbr_tax,United Kingdom,2015,1A2C,,,
gbr_tax,United Kingdom,2015,1A2D,,,
gbr_tax,United Kingdom,2015,1A2E,,,
gbr_tax,United Kingdom,2015,1A2F,,,
gbr_tax,United Kingdom,2015,1A2G,,,
gbr_tax,United Kingdom,2015,1A2H,,,
gbr_tax,United Kingdom,2015,1A2I,,,
gbr_tax,United Kingdom,2015,1A2J,,,
gbr_tax,United Kingdom,2015,1A2K,,,
gbr_tax,United Kingdom,2015,1A2L,,,
gbr_tax,United Kingdom,2015,1A2M,,,
gbr_tax,United Kingdom,2015,1A3,,,
gbr_tax,United Kingdom,2015,1A3A,,,
gbr_tax,United Kingdom,2015,1A3A1,,,
gbr_tax,United Kingdom,2015,1A3A2,,,
gbr_tax,United Kingdom,2015,1A3B,,,
gbr_tax,United Kingdom,2015,1A3C,,,
gbr_tax,United Kingdom,2015,1A3D,,,
gbr_tax,United Kingdom,2015,1A3D1,,,
gbr_tax,United Kingdom,2015,1A3D2,,,
gbr_tax,United Kingdom,2015,1A3E,,,
gbr_tax,United Kingdom,2015,1A3E1,,,
gbr_tax,United Kingdom,2015,1A4,,,
gbr_tax,United Kingdom,2015,1A4A,,,
gbr_tax,United Kingdom,2015,1A4B,,,
gbr_tax,United Kingdom,2015,1A4C,,,
gbr_tax,United Kingdom,2015,1A4C1,,,
gbr_tax,United Kingdom,2015,1A4C2,,,
gbr_tax,United Kingdom,2015,1A4C3,,,
gbr_tax,United Kingdom,2015,1A5,,,
gbr_tax,United Kingdom,2015,1A5A,,,
gbr_tax,United Kingdom,2015,1A5B,,,
gbr_tax,United Kingdom,2015,1A5C,,,
gbr_tax,United Kingdom,2015,1B,,,
gbr_tax,United Kingdom,2015,1B1,,,
gbr_tax,United Kingdom,2015,1B1A,,,
gbr_tax,United Kingdom,2015,1B1A1,,,
gbr_tax,United Kingdom,2015,1B1A11,,,
gbr_tax,United Kingdom,2015,1B1A12,,,
gbr_tax,United Kingdom,2015,1B1A13,,,
gbr_tax,United Kingdom,2015,1B1A14,,,
gbr_tax,United Kingdom,2015,1B1A2,,,
gbr_tax,United Kingdom,2015,1B1A21,,,
gbr_tax,United Kingdom,2015,1B1A22,,,
gbr_tax,United Kingdom,2015,1B1B,,,
gbr_tax,United Kingdom,2015,1B2,,,
gbr_tax,United Kingdom,2015,1B2A,,,
gbr_tax,United Kingdom,2015,1B2A1,,,
gbr_tax,United Kingdom,2015,1B2A2,,,
gbr_tax,United Kingdom,2015,1B2A3,,,
gbr_tax,United Kingdom,2015,1B2A31,,,
gbr_tax,United Kingdom,2015,1B2A32,,,
gbr_tax,United Kingdom,2015,1B2A33,,,
gbr_tax,United Kingdom,2015,1B2A34,,,
gbr_tax,United Kingdom,2015,1B2A35,,,
gbr_tax,United Kingdom,2015,1B2A36,,,
gbr_tax,United Kingdom,2015,1B2B,,,
gbr_tax,United Kingdom,2015,1B2B1,,,
gbr_tax,United Kingdom,2015,1B2B2,,,
gbr_tax,United Kingdom,2015,1B2B3,,,
gbr_tax,United Kingdom,2015,1B2B31,,,
gbr_tax,United Kingdom,2015,1B2B32,,,
gbr_tax,United Kingdom,2015,1B2B33,,,
gbr_tax,United Kingdom,2015,1B2B34,,,
gbr_tax,United Kingdom,2015,1B2B35,,,
gbr_tax,United Kingdom,2015,1B2B36,,,
gbr_tax,United Kingdom,2015,1B3,,,
gbr_tax,United Kingdom,2015,1C,,,
gbr_tax,United Kingdom,2015,1C1,,,
gbr_tax,United Kingdom,2015,1C1A,,,
gbr_tax,United Kingdom,2015,1C1B,,,
gbr_tax,United Kingdom,2015,1C1C,,,
gbr_tax,United Kingdom,2015,1C2,,,
gbr_tax,United Kingdom,2015,1C2A,,,
gbr_tax,United Kingdom,2015,1C2B,,,
gbr_tax,United Kingdom,2015,1C3,,,
gbr_tax,United Kingdom,2015,2,,,
gbr_tax,United Kingdom,2015,20,,,
gbr_tax,United Kingdom,2015,200,,,
gbr_tax,United Kingdom,2015,2000,,,
gbr_tax,United Kingdom,2015,20000,,,
gbr_tax,United Kingdom,2015,200000,,,
gbr_tax,United Kingdom,2015,2A,,,
gbr_tax,United Kingdom,2015,2A1,,,
gbr_tax,United Kingdom,2015,2A2,,,
gbr_tax,United Kingdom,2015,2A3,,,
gbr_tax,United Kingdom,2015,2A4,,,
gbr_tax,United Kingdom,2015,2A4A,,,
gbr_tax,United Kingdom,2015,2A4B,,,
gbr_tax,United Kingdom,2015,2A4C,,,
gbr_tax,United Kingdom,2015,2A4D,,,
gbr_tax,United Kingdom,2015,2B,,,
gbr_tax,United Kingdom,2015,2B1,,,
gbr_tax,United Kingdom,2015,2B10,,,
gbr_tax,United Kingdom,2015,2B2,,,
gbr_tax,United Kingdom,2015,2B3,,,
gbr_tax,United Kingdom,2015,2B4,,,
gbr_tax,United Kingdom,2015,2B5,,,
gbr_tax,United Kingdom,2015,2B6,,,
gbr_tax,United Kingdom,2015,2B7,,,
gbr_tax,United Kingdom,2015,2B8,,,
gbr_tax,United Kingdom,2015,2B8A,,,
gbr_tax,United Kingdom,2015,2B8B,,,
gbr_tax,United Kingdom,2015,2B8C,,,
gbr_tax,United Kingdom,2015,2B8D,,,
gbr_tax,United Kingdom,2015,2B8E,,,
gbr_tax,United Kingdom,2015,2B8F,,,
gbr_tax,United Kingdom,2015,2B9,,,
gbr_tax,United Kingdom,2015,2B9A,,,
gbr_tax,United Kingdom,2015,2B9B,,,
gbr_tax,United Kingdom,2015,2C,,,
gbr_tax,United Kingdom,2015,2C1,,,
gbr_tax,United Kingdom,2015,2C2,,,
gbr_tax,United Kingdom,2015,2C3,,,
gbr_tax,United Kingdom,2015,2C4,,,
gbr_tax,United Kingdom,2015,2C5,,,
gbr_tax,United Kingdom,2015,2C6,,,
gbr_tax,United Kingdom,2015,2C7,,,
gbr_tax,United Kingdom,2015,2D,,,
gbr_tax,United Kingdom,2015,2D1,,,
gbr_tax,United Kingdom,2015,2D2,,,
gbr_tax,United Kingdom,2015,2D3,,,
gbr_tax,United Kingdom,2015,2D4,,,
gbr_tax,United Kingdom,2015,2E,,,
gbr_tax,United Kingdom,2015,2F,,,
gbr_tax,United Kingdom,2015,2F1,,,
gbr_tax,United Kingdom,2015,2F2,,,
gbr_tax,United Kingdom,2015,2F3,,,
gbr_tax,United Kingdom,2015,2F4,,,
gbr_tax,United Kingdom,2015,2F5,,,
gbr_tax,United Kingdom,2015,2F6,,,
gbr_tax,United Kingdom,2015,2G,,,
gbr_tax,United Kingdom,2015,2G1,,,
gbr_tax,United Kingdom,2015,2G2,,,
